tileid,parenttile_id,resourceinstance_id,historical construction period, historical pakshya,historical enddate,historical tithi,historical date (BCE/CE) ,historical peculiarities, historicalnepalimonth,historicalgate,historicaleventyear,sortorder,provisionaledits,nodegroup_id
e3a6caee-774a-4d64-aeda-269468920a22,0ada8a90-b345-475e-8818-e6043834fe58,c79cc000-e8f2-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2019 CE,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
16d934ea-527d-4876-9960-da334286618e,6c07c2af-d05f-4478-8995-9d393a2d5f44,c79cc000-e8f2-11e9-8bc4-0242ac130002,,,,,0000,,,,<p>Year unknown</p>,0,,ff597fea-a321-11e9-8e7b-0242ac140004
4aea83b3-6466-43e4-8811-abf0e82dd827,6b2bcc6a-5498-478a-be3b-2a0ed71d1dac,c79cc000-e8f2-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,5,1627 CE,,Māgha,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6e251cfd-24ce-4163-9f32-3f5929a7fdfa,6e3bfb75-de20-4207-9afb-da8027c5c779,c79cc000-e8f2-11e9-8bc4-0242ac130002,,,,,1989-08-06,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
886c4a8b-5f6c-468e-b9a1-05ed4ebe9009,7dc4e5e7-08c2-4c8e-b01c-85dadd9c1e22,c79cc000-e8f2-11e9-8bc4-0242ac130002,Democratic Period (1990-),Gate,,,2015 CE,,Vaiśākha (Vaisākha),12,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
71362d64-8206-41d8-af57-e29f936264c3,4b568c53-b97b-4baf-8c8f-4ffa503a51c4,c7d1edc3-a3ae-4dea-a8f7-a1642645fd06,Early Shaha Period (17th century-1846),Bright fortnight ,,5,1821 CE,,Kārttika (Kārtika),,"<p>NS 942</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
9085d0c9-2214-42ad-8599-161c07354f6f,82d44d73-6892-47bc-adb5-ce6388fc5801,c7d9c086-2284-4081-82de-322f2c723d31,Democratic Period (1990-),,,,2001 CE,,Pauṣa (Pusa),4,"<p>VS 2058</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
a440dd63-6a96-4e13-a69a-98edc06f3d77,437ee07b-8445-4269-a457-5d062c41413c,c7d9c086-2284-4081-82de-322f2c723d31,Late Shaha Period (1951-1990),Bright fortnight ,,Full Moon,1967 CE,,Māgha,,"<p>VS 2023</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
26e229ae-ed81-44bc-b40e-31fed4042e9f,9bf4aa37-df68-48ea-9a0a-7756381e10a6,c7d9c086-2284-4081-82de-322f2c723d31,Late Shaha Period (1951-1990),Dark fortnight,,10,1969 CE,,Phālguna (Phāguna) ,,"<p>NS 1089</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
b42b92c5-bfe6-4a4d-853a-4abfe1e44e1b,a44c6096-e429-4555-8264-8dab639b14df,c7d9c086-2284-4081-82de-322f2c723d31,Late Shaha Period (1951-1990),,,,1961 CE,,Vaiśākha (Vaisākha),30,"<p>NS 1081</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
48ff092f-8a4a-496f-a449-646ef0e22598,b65a9b1e-87c1-4afb-b725-017d2b2a0ad5,c7d9c086-2284-4081-82de-322f2c723d31,Early Rana Period (1846-1885),Bright fortnight ,,4,1850 CE,,Āśvina (Asoja),,"<p>NS 970</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
9dd1259d-7619-4bf2-8222-d61ca256f1de,6bbbabdf-7830-413a-9f82-ca1504ee6cbc,c7d9c086-2284-4081-82de-322f2c723d31,Early Shaha Period (17th century-1846),Bright fortnight ,,10,1843 CE,,Mārgaśīrṣa (Maṅsira),,"<p>NS 964</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
eb4cf10d-a32d-4752-b4aa-8f3a2fd812d7,c47771ab-e315-4212-b6c4-1997830f4568,c7d9c086-2284-4081-82de-322f2c723d31,Early Shaha Period (17th century-1846),Bright fortnight ,,8,1795 CE,"<p>The bottom part of the inscription consists of small statues of sixty five&nbsp;devotees in a namaskār gesture.</p>
",Vaiśākha (Vaisākha),,"<p>NS 915</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
876985e2-d18f-40b8-af70-598e916f6039,23a7d80e-cf3b-4689-9349-8c09df6392b8,c7d9c086-2284-4081-82de-322f2c723d31,Early Shaha Period (17th century-1846),Dark fortnight,,8,1793 CE,,Vaiśākha (Vaisākha),,"<p>NS 913</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6615dc0d-b594-4481-a06d-49b124503380,d15c5b17-f720-4551-824f-ec8c95d65eb1,c7d9c086-2284-4081-82de-322f2c723d31,Late Shaha Period (1951-1990),,,, 1959 CE,,,,"<p>VS 2016</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3741cf95-0007-4426-b406-33bd40afb94a,1c42d831-fc68-4ad1-8ec6-f024c587fc05,c7d9c086-2284-4081-82de-322f2c723d31,Late Shaha Period (1951-1990),Bright fortnight ,,12,1961 CE,,Phālguna (Phāguna) ,,"<p>NS 1081</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
ad0f134e-50b0-442d-a9fa-aa9a0d202c94,41e64207-4fa8-42d6-ac5a-073aea114207,c8834722-30f6-11ea-a67f-0242ac130002,Late Shaha Period (1951-1990),Dark fortnight,,6,1981CE,,"Pauṣa (Pusa),Māgha",,VS 2038,0,,ff597fea-a321-11e9-8e7b-0242ac140004
9e3d1264-8e4d-4ce1-81a1-8d4641775510,149b1653-78ee-40b1-8af4-ee3eb120f05a,c8b1d0f0-4fa7-47f0-b318-f57249bab295,Democratic Period (1990-),,,,2013,,,,"<p>VS 2073</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
26034f73-7ba8-4728-8cfc-0b80355e80aa,d477bdf4-0e25-4603-a826-741cc4b10d5b,c8b1d0f0-4fa7-47f0-b318-f57249bab295,Democratic Period (1990-),Bright fortnight ,,Full Moon,2007,,Vaiśākha (Vaisākha),,"<p>NS 1127</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
c1be218f-5f1e-400d-9459-348dfd2b3f44,f3c55b5d-8c38-4c7b-b143-d900bc7eab10,c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Democratic Period (1990-),,,,1993,,Māgha,29,"<p>VS 2049</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
810f3d54-dc5b-4af1-8bd5-c182f9d29605,b0752768-7396-43ae-9220-ac0cdee1651d,c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Early Rana Period (1846-1885),Dark fortnight,,5, 1865,,Caitra (Caita),,"<p>985 NS</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
4a471c92-9026-4619-9714-5141a2e7e74c,45855fbb-41b3-414f-9692-bcb574bada02,c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Early Rana Period (1846-1885),Dark fortnight,,10,1864,,Vaiśākha (Vaisākha),,"<p>984&nbsp;NS</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
5d9e50a7-432a-40c1-a228-c152866c2a89,bd4b48ed-b824-4e01-9feb-99340dce1db2,c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Early Rana Period (1846-1885),Dark fortnight,,10,1858,,Vaiśākha (Vaisākha),,"<p>978&nbsp;NS</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
e27a57c0-9fab-4399-9fc6-bf0c7b1712df,4ce76907-81bc-49a3-b981-c54b767d0af8,c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Shumsher Rana Period (1885-1951),Bright fortnight ,,7,1898,,Kārttika (Kārtika),,"<p>1019&nbsp;NS</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
233036b7-b2d2-4058-8bae-1cd56d391c21,86cd50b0-cd71-42b5-b526-36ee14bcc656,c955a75b-f223-473f-a256-82f8a1d068f5,Late Shaha Period (1951-1990),Bright fortnight ,,3,1982,,Phālguna (Phāguna) ,,"<p>NS 1102</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
9ecfefb9-6ef8-4f43-94ed-ee7b0fef6f69,ded5266b-6e90-49bd-b539-7deedc40b33a,c955a75b-f223-473f-a256-82f8a1d068f5,Democratic Period (1990-),,,,2020,,Śrāvaṇa (Sāuna),,"<p>VS 2077</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
5735d462-5b66-4cf1-bbc8-c067310d8afd,050e631b-1428-43a3-9cb0-0a6fde1bb9e1,c97c089e-8eed-11ea-8e56-0242ac130005,Late Shaha Period (1951-1990),,,,1959,,Phālguna (Phāguna) ,,"<p>VS 2015</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6c83650a-0796-4d0f-8e2e-8594f6e9af9c,285aecc9-7528-4ef5-8a8e-9e58b7e9c5c2,c98dc194-e676-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),,,,1975,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8d34fcf6-6924-40ae-991c-710906077feb,e4f6f348-cf8f-49a3-833c-22e9cf34e4f0,c98dc194-e676-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),,,,1701,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f80f8702-f52a-4692-bab7-9cc7ef547c16,10d12cc6-26a6-4931-8f4b-a4f3268a20f9,c9bc2916-eb40-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2015,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0118de0a-91b5-49fe-a01e-faecc32779e5,26fcc973-0dca-4bd9-ad12-5f425c59c12e,c9bc2916-eb40-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),,,,1668,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c76fc487-4d72-4ff4-9c2a-f593d81db6ee,400e998f-3873-449e-99e6-0ae173f276c6,c9bc2916-eb40-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,1992,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8a57e58c-37f2-4f92-aaf3-1131dad44700,e3c0ada0-a714-499a-a10f-718e5d26a1bc,c9bc2916-eb40-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),,,,1982,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
69076021-8186-4873-950b-eb123d413a60,17fb7642-0f7b-4f2e-9dba-a06c2e2c1105,c9bc2916-eb40-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),,,,1967,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
bd3eb20e-5231-4e6b-9bde-55a9432306ef,1c9dde82-e73a-4d8c-a56e-bbe332b904f6,c9fb4246-b740-47fb-b2a3-c5776039167f,Early Rana Period (1846-1885),,,,1884,,,,"<p>NS 1004</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
9669b845-0c7e-447d-8a94-54eafb0d4a46,11a88ad3-97a7-490e-bcf3-e2475b495c35,c9fb4246-b740-47fb-b2a3-c5776039167f,Late Shaha Period (1951-1990),,,,1970,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f8dd8b3f-48c2-47f4-b36a-6a89a37070c9,b850849c-ed88-416f-bb34-01694a816215,ca193ec5-9ef4-48dd-b4ba-3158b6996350,Democratic Period (1990-),,,,2016,,,,"<p>VS 2073</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
b3ca0d7e-0f9a-4273-82d2-9a13c34ab939,401af2a0-d1de-4420-82e1-5c5957e7e31f,ca2cb4c6-e6b6-11e9-b125-0242ac130002,Licchavi (3rd-6th century),Bright fortnight ,,5,713,,Jyeṣṭha (Jeṭha),,137 (Licchavi Samvat?),0,,ff597fea-a321-11e9-8e7b-0242ac140004
2521822d-fdc6-4d3c-adee-5eb58301472c,54b531bd-061a-40eb-9a53-e4761d8ac4c1,ca2cb4c6-e6b6-11e9-b125-0242ac130002,Late Shaha Period (1951-1990),,,,1981,,,7,VS 2037,0,,ff597fea-a321-11e9-8e7b-0242ac140004
73ceb810-de1f-4c06-aaae-3ee43f1fcb28,827f0e6c-4e87-4c9e-9b98-255b35826f16,ca61f6c0-e681-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,5,1767,,Jyeṣṭha (Jeṭha),,"<p>NS 787</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
49dd0406-5057-4d5b-88b4-14dca45547c3,84c84c79-ee18-4fdd-adcd-e1c858cd3a46,ca61f6c0-e681-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),,,,1934,"<p>Earthquake</p>
",,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
324eefb7-216e-443a-89cc-f72edfe343db,819fb7bb-ed7e-4f30-9e74-e618da4e1578,ca61f6c0-e681-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),Dark fortnight,,4,1920,,Āṣāḍha (Asāra),,NS 1040,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e94567cd-3540-49e5-8f58-d499ca511248,a45929bb-74ef-4aaa-a609-fd96a054e322,ca7dd19e-f7af-11e9-8649-0242ac130002,Early Rana Period (1846-1885),,,,1883 CE,,,,VS 1940,0,,ff597fea-a321-11e9-8e7b-0242ac140004
cf2b45f5-ab28-4e61-a11d-90459f2abcce,e7f8f57e-e413-4a38-a5ce-adfcd8a1f71d,ca7dd19e-f7af-11e9-8649-0242ac130002,,,,,1996 CE,,,,VS 2040,0,,ff597fea-a321-11e9-8e7b-0242ac140004
753273b5-21d7-4470-963f-6bca4d12d408,28f0ebc1-371e-4f31-9868-0ff2d760a8b1,ca7dd19e-f7af-11e9-8649-0242ac130002,Democratic Period (1990-),Gate,,,2015-04-25,,Vaiśākha (Vaisākha),12,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ed9c4b60-3de8-4fae-98ca-ab8c4451cb17,8fbe9f05-a784-451f-8361-8bcfe1926f68,ca7dd19e-f7af-11e9-8649-0242ac130002,Democratic Period (1990-),,,,2014 CE,,Jyeṣṭha (Jeṭha),,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1237d0b1-203c-4686-80bc-e5e163ad18c7,a9674c10-053a-4502-ae51-f647aeade315,ca7dd19e-f7af-11e9-8649-0242ac130002,Democratic Period (1990-),,,,2018-05,,Jyeṣṭha (Jeṭha),,VS 2072,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b4c4df27-81f6-401a-afd6-1b3ced62ca14,2089fc15-1f22-402d-a681-9688e7d02270,cb03ff18-e75a-11e9-8bc4-0242ac130002,Shumsher Rana Period (1885-1951),Bright fortnight ,,3,1895,,Vaiśākha (Vaisākha),,NS 1015,0,,ff597fea-a321-11e9-8e7b-0242ac140004
38fbfc17-98f8-4c96-98e4-f58b52ce90f2,f9e5bb00-bcbf-4dba-a04b-361ade52b0b4,cb03ff18-e75a-11e9-8bc4-0242ac130002,Democratic Period (1990-),Bright fortnight ,,Full Moon,2010,,Āśvina (Asoja),,NS 1130,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c90d7c78-76ed-4955-af17-27d620c8921a,5cbe3ee2-b4e8-4ec4-a6e1-e308c4617252,cb03ff18-e75a-11e9-8bc4-0242ac130002,Democratic Period (1990-),Bright fortnight ,,Full Moon,2013,,Śrāvaṇa (Sāuna),,NS 1133,0,,ff597fea-a321-11e9-8e7b-0242ac140004
a1c73340-a45a-4b54-82a8-322a7f5e8929,bc05270b-53a3-4f5c-80ec-d6c4ee80e09d,cb03ff18-e75a-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2007-2008,,Phālguna (Phāguna) ,16,VS 2064,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d4c8913e-ea6e-44af-a0fe-cb984e233fc3,34e932d0-c178-4f3b-9f92-bbc6ec9f9ff2,cb03ff18-e75a-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2013,,Bhādra (Bhadau),5,VS 2070,0,,ff597fea-a321-11e9-8e7b-0242ac140004
858b6088-c398-496f-95e4-9f1ee164138f,a790bd6d-5c5b-4345-87c9-d95943959509,cb03ff18-e75a-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,1998,,,,VS 2055,0,,ff597fea-a321-11e9-8e7b-0242ac140004
fabaf236-adf6-4833-b225-8013653d45a4,b99157ed-5c93-40ca-af4e-a8f8949b0d15,cb1604cc-eb5d-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,,1712,,Vaiśākha (Vaisākha),,NS 832,0,,ff597fea-a321-11e9-8e7b-0242ac140004
567b8d80-6349-4e06-a9f7-12bdd937cfcf,ff267fb9-8359-453b-9d7b-1cd26746b081,cb1604cc-eb5d-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),,,,1934,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
452d3612-9783-46b0-8e22-8ca1a663b605,c74394df-2de4-45a1-9108-eee8bcd13adc,cb1604cc-eb5d-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),Bright fortnight ,,,1946,,Vaiśākha (Vaisākha),,NS 1066,0,,ff597fea-a321-11e9-8e7b-0242ac140004
60d42e63-540a-4ca7-86a4-2915cc405d66,c9c88710-6cc1-4b0e-8ec0-d4cfe1f448a9,cb1604cc-eb5d-11e9-b125-0242ac130002,Early Malla Period (13th-1482),Bright fortnight ,,11,1427,,Jyeṣṭha (Jeṭha),,NS 547,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c0080431-75d2-44fd-afb7-dd495782e1c2,2b27cfaf-fdf0-4e31-8aea-6adab7d74103,cb1604cc-eb5d-11e9-b125-0242ac130002,Early Malla Period (13th-1482),,,,1479,,,,NS 599,0,,ff597fea-a321-11e9-8e7b-0242ac140004
664c6a32-b495-4515-84bb-3968885884dd,72f6bd45-1c50-4f33-b42e-81435dfe7ee3,cb1604cc-eb5d-11e9-b125-0242ac130002,Democratic Period (1990-),,,,2014,,Phālguna (Phāguna) ,1,VS 2070,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6d153e7a-c487-4c3c-ba4b-a27ae210843c,9d98fa06-3c45-4412-9c06-c8c00c28111a,cb1604cc-eb5d-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,13,1879,,Vaiśākha (Vaisākha),,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
72bdd9aa-98a5-4633-b27b-77b40a8d5114,40a84ece-c9c2-4b71-b549-30c05229c622,cb193cf8-529c-4656-9468-05af05cdcdc5,Early Shaha Period (17th century-1846),Dark fortnight,,13,1811,"<p>A stone inscription from NS 931 belongs to this caitya has been embedded into the eastern wall of the nearby phalcā. The full text and ink impression of this inscription has published by <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2S8K64WV"" target=""_blank""><strong>Shokoohy and others</strong></a>&nbsp; (2014, 289-290).</p>
",Jyeṣṭha (Jeṭha),,"<p>NS 931</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
0032f5c3-9bc0-47fd-86d4-801aeeab5df8,cd8c226f-bf4a-40d2-9943-caf18b451f64,cb4026bb-ffb1-473c-be38-7256bd1f8700,Shumsher Rana Period (1885-1951),Bright fortnight ,,12,1950 CE,,Bhādra (Bhadau),,"<p>VS 2007</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6a122c80-0685-460c-9557-d084accf3de6,ef912065-518d-4b73-9f72-0d00634a3670,cb4026bb-ffb1-473c-be38-7256bd1f8700,Late Shaha Period (1951-1990),Bright fortnight ,,5,1953 CE,,Śrāvaṇa (Sāuna),,"<p>VS 2010</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
792a00e1-f66b-4ae4-a00c-4ea0555fd4e3,4506165f-9815-40ab-839c-6b34730c76be,cb4026bb-ffb1-473c-be38-7256bd1f8700,Late Malla period (1482-1768/69),Bright fortnight ,,2,1676 CE,,Jyeṣṭha (Jeṭha),,"<p>NS 796</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
56930a86-1227-4f95-8a55-0f362a3e6f9e,a408e742-7610-4082-9f8c-a9f9a58448b8,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Democratic Period (1990-),Gate,,,2020,,Āṣāḍha (Asāra),25,"<p>VS 2077</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3493509f-60d0-41e2-b6da-b54e3c9b4cd1,e0ca29ce-7081-4743-b544-58b0373b7f56,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Later Licchavi Period (7th-9th century),Bright fortnight ,,5,617,,Āṣāḍha (Asāra),,"<p>40 (Licchavi Saṃvat ?)</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
33e46b2e-9fc1-4d59-bb28-503a82291663,8e44a7d5-4c8d-4fa5-9578-93e61deae79c,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Late Malla period (1482-1768/69),Unknown ,,9,1672,,,,"<p>NS 792</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
c59a6d78-79b8-463a-8286-d7ba4c863a06,903a35d7-641b-492e-8e40-8b530c5de852,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Shumsher Rana Period (1885-1951),Bright fortnight ,,3,1891,,Āṣāḍha (Asāra),,"<p>VS 1948</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
44c38a3c-22b3-4ff7-aab6-86287ab179e2,ec2854f0-6cf7-433a-941f-18f88cb656cb,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Democratic Period (1990-),Gate,,,2012,,Āśvina (Asoja),13,"<p>VS&nbsp;2069</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d61c3bdc-d11c-4d2e-82fa-96da58673fe7,29dc98cd-dd9a-465a-8c57-11954b955500,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Late Malla period (1482-1768/69),Dark fortnight,,10,1744,,Kārttika (Kārtika),,"<p>NS 865</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
8763d77f-407a-4f0d-ae39-20657bed4a66,017d3ded-e3b3-458e-8aeb-f89e55e5d315,cbbbc576-3b42-11ea-b44d-0242ac130006,,,,,1985,,Śrāvaṇa (Sāuna),16,VS 2042,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b01c08bf-66f3-4b57-91e8-ac4c44a3686e,a8691168-7c42-4861-b1e7-0897d4efec6d,cbbbc576-3b42-11ea-b44d-0242ac130006,Democratic Period (1990-),Gate,,,2001,,Pauṣa (Pusa),7,VS 2058,0,,ff597fea-a321-11e9-8e7b-0242ac140004
7248c284-723e-48a2-a609-71a4ff6733ed,e03e3d34-8145-431c-8a4b-c10fed55a511,cc076a1e-4e0a-11ea-8083-0242ac130006,Late Shaha Period (1951-1990),,,,1955,,Phālguna (Phāguna) ,8,"<p>VS 2011</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
bfd51b23-9ac3-49c9-82c1-d2aa2c952b6c,1d5639ec-4f3d-44c8-be02-dc90a0e9bfa1,cc076a1e-4e0a-11ea-8083-0242ac130006,Democratic Period (1990-),,,,2019,,Śrāvaṇa (Sāuna),6,"<p>VS 2076</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
c641da9d-1a2c-4041-9e32-5cf9e944c66c,799f2cbc-8d9e-4222-81a7-de15c62558d4,cc076a1e-4e0a-11ea-8083-0242ac130006,Democratic Period (1990-),,,,2015,,Vaiśākha (Vaisākha),12,"<p>VS 2072</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
54e3d206-ae22-41bf-8725-2a2e71040abd,dbef2966-3529-4a8c-9c63-d098c69f7132,cc076a1e-4e0a-11ea-8083-0242ac130006,Democratic Period (1990-),,,,1997,,Mārgaśīrṣa (Maṅsira),15,"<p>VS 2054</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
cd944f35-fa1e-4988-a42d-74cf555b83b9,d420fff3-521b-4219-a560-1d9d20812b92,ccb98862-3d06-11ea-a19a-0242ac130006,Late Shaha Period (1951-1990),Gate,,,1988,,Caitra (Caita),10,VS 2044,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1eee1634-9a6f-44d9-931b-78a0d6e90baa,f8d01cac-a1b6-4226-b06b-958835df5302,ccb98862-3d06-11ea-a19a-0242ac130006,,,,,0000,,,,0000,0,,ff597fea-a321-11e9-8e7b-0242ac140004
a12baf0e-886d-40aa-bd0e-8962ac1271aa,ca427b92-818d-4e71-b7e2-836ccc4a6c7e,ccb98862-3d06-11ea-a19a-0242ac130006,Shumsher Rana Period (1885-1951),Gate,,,1947,,Śrāvaṇa (Sāuna),30,VS 2004,0,,ff597fea-a321-11e9-8e7b-0242ac140004
06dd07b2-c07d-4127-870f-f7074566047c,affbda6e-1959-4e26-8618-464929859cab,ccb98862-3d06-11ea-a19a-0242ac130006,Shumsher Rana Period (1885-1951),,,,1933,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f1689b80-1721-490f-9df4-ddb1aa03cd3d,e784967e-03e8-4a37-846a-414866325d88,ccb98862-3d06-11ea-a19a-0242ac130006,Late Malla period (1482-1768/69),Bright fortnight ,,5,1568,,Vaiśākha (Vaisākha),,NS 688,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b58d4648-d93a-4638-96b1-aea317e18256,47f98292-cd4c-4020-acbd-f2e1fa312c6e,ccfc9e0a-70ea-11ea-966a-0242ac130006,,Unknown ,,,0000,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
cccffbd7-78b9-42b2-88ae-1da63ffb82db,54091a52-9747-4f82-bad2-906176abffe8,ccfc9e0a-70ea-11ea-966a-0242ac130006,Democratic Period (1990-),Gate,,,2002,,Phālguna (Phāguna) ,5,"<p>VS 2058</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
f4411765-37a6-467a-b495-252e5aa453c7,73783f1b-9c5a-4e0d-b718-5068766b6117,ccfc9e0a-70ea-11ea-966a-0242ac130006,Democratic Period (1990-),Gate,,,2006,,Māgha,21,"<p>VS 2062</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d6e67f27-18fd-4231-92ec-ff15f7788935,3d2c182c-f880-457d-8039-f7a0853330e7,ccfc9e0a-70ea-11ea-966a-0242ac130006,Early Malla Period (13th-1482),Unknown ,,,1455,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
c935ccf2-2dbf-4ada-b9f2-fb5088ec0cf9,78c2cb84-47e4-4266-ac0b-e2c95b3b7fcb,ccfc9e0a-70ea-11ea-966a-0242ac130006,Late Malla period (1482-1768/69),Dark fortnight,,"2,3",1561,,Māgha,,"<p>NS 681</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
0bb67fa3-7f14-46b8-bece-92b7456c4cf9,046176f6-d214-483b-bc82-64225890e052,ccfc9e0a-70ea-11ea-966a-0242ac130006,Late Shaha Period (1951-1990),Gate,,,1987,,Caitra (Caita),1,"<p>VS 2043</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
03c8bf77-0b36-48cd-a221-97be3c4cfe9e,59dedf00-d8f7-421c-ae50-d6d493c2a575,cd358e72-4b24-4377-9061-27b9e408dbb5,,,,,1987,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b4f831b7-4570-4031-9a82-61a7b2f1e335,f987f83a-5c66-4ada-916e-657e952fea40,cd358e72-4b24-4377-9061-27b9e408dbb5,Late Shaha Period (1951-1990),,,,1971-1972,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
